"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x1000465559136321536","x1102058261342089218",2019-03-03 04:08:59,"angelttorres_","have a fever again due to stress :) thanks school and rf","Twitter Web App",56,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/angelttorres_/status/1102058261342089218","Angel Torres","Canada","musician. filmmaker. professional nervous wreck. 🎬🎼",,FALSE,2,34,0,86,132,2018-05-26 19:55:51,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1000465559136321536/1547437811",,"http://pbs.twimg.com/profile_images/1088247105389391872/ZCJhS2FU_normal.jpg",,
"x943244274434375680","x1102056711647518721",2019-03-03 04:02:49,"Spendonserenity","Still sick with the flu and slowly getting over it. Have had a fever of 100 past couple days. Send in silence. If you dont have my payment methods ask in DMs. 
#findom","Twitter for Android",167,,,,FALSE,FALSE,2,0,"findom",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Spendonserenity/status/1102056711647518721","😈Serenity😈","Vegas, USA","😈Welcome to the Devils playground😈
You'll be craving and needing more.
You won't be able to escape. 
Once you submit to me theres no going back
#findom #brat","https://t.co/qtVr5SLEgV",FALSE,3612,125,5,5006,2327,2017-12-19 22:18:54,FALSE,"https://t.co/qtVr5SLEgV","https://onlyfans.com/spendonserenity","en","https://pbs.twimg.com/profile_banners/943244274434375680/1546141414",,"http://pbs.twimg.com/profile_images/1101291670522322944/lvAUEoZH_normal.jpg",,
"x733473170","x1102056372290564101",2019-03-03 04:01:29,"BleedBlueJeremy","@tarebear The Jazz have a fever, and the only prescription, is more Favors","Twitter for Android",64,"x1102055958019219456","x14467119","tarebear",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x14467119","tarebear","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BleedBlueJeremy/status/1102056372290564101","Jeremy🎷🏆","Centerville, Utah","Just another huge BYU, CFB, Utah Jazz, and Chicago Cub fan livin the dream.",,FALSE,80,207,1,1336,1592,2012-08-02 20:15:49,FALSE,,,"en","https://pbs.twimg.com/profile_banners/733473170/1469051726","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1074790353146851328/iwMXQSMe_normal.jpg",,
"x2203655479","x1102056200278102018",2019-03-03 04:00:48,"MDTomitsch","@ParkerMolloy @OhMeatball I have to wait for my kids to have a fever and even those days are past","Twitter for Android",71,"x1102055187823378433","x634734888","ParkerMolloy",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x634734888 x3098214097","ParkerMolloy OhMeatball","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/c02e66a5016d732f.json","Arvada","Arvada, CO","city","United States","US","NA NA","NA NA","-105.214417 -105.0419599 -105.0419599 -105.214417 39.783802 39.783802 39.856611 39.856611","https://twitter.com/MDTomitsch/status/1102056200278102018","Melanie Tomitsch","","",,FALSE,87,465,0,3040,4476,2013-11-19 19:40:24,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1058484189043974144/mfEd8uQT_normal.jpg",39.8202065,-105.12818845
"x528704303","x1102055818986311680",2019-03-03 03:59:17,"TaylorBenavidez","I have fever chills and sharp pains. And a runny nose and a sore throat. And my boyfriend is not here to feed me and nurse me back to health.","Twitter for iPhone",141,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TaylorBenavidez/status/1102055818986311680","Crack Hoe","sierra vista AZ","just smoking my crack, being a hoe",,FALSE,176,285,0,2336,4829,2012-03-18 17:46:29,FALSE,,,"en","https://pbs.twimg.com/profile_banners/528704303/1549308872","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1099820399934595073/15RmTXrI_normal.jpg",,
"x187781756","x1102055647091150848",2019-03-03 03:58:36,"lesliejo_","@motherofcakes I am a cancer doctor and I have a fever","Twitter for iPhone",39,"x1101472907727958016","x786420544803442689","motherofcakes",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x786420544803442689","motherofcakes","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lesliejo_/status/1102055647091150848","poutin","Mesa, AZ","Big Butt, Bigger Heart ♥️ 👨‍👩‍👧‍👦",,FALSE,107,112,3,16610,4997,2010-09-07 03:42:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/187781756/1507589651","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/903027208419123200/5lj-s-n6_normal.jpg",,
"x79238860","x1102052938808213504",2019-03-03 03:47:50,"ARom02","@ShellE719 @Alexis0426 Lol little binky came down with a fever today","Twitter for Android",45,"x1102052756024643584","x2796252669","ShellE719",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x2796252669 x95024631","ShellE719 Alexis0426","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/a4d5a65e97961a1f.json","Painesville","Painesville, OH","city","United States","US","NA NA","NA NA","-81.292515 -81.213843 -81.213843 -81.292515 41.699557 41.699557 41.753811 41.753811","https://twitter.com/ARom02/status/1102052938808213504","Alex Romero","","",,FALSE,55,164,0,402,235,2009-10-02 17:39:06,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1018157748205359105/j_2IbGT__normal.jpg",41.726684,-81.253179
"x795889828487233536","x1102051253599629312",2019-03-03 03:41:08,"floofyfluff2","@MurphyStoffelis I don't know!!!  I don't have a fever or anything so I'll deal with it later I'm not going to the er on Saturday night","Twitter for Android",118,"x1102047066988126209","x796919335956713472","MurphyStoffelis",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x796919335956713472","MurphyStoffelis","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/floofyfluff2/status/1102051253599629312","Floofy","San Luis Obispo, CA","Ryan! 24.  They/them.  Climbs rocks and paints metal.  Makes props, costumes, sets, and builds the entire house they have to live in.  Points at mxtx and cries",,FALSE,194,199,6,16235,10033,2016-11-08 07:24:56,FALSE,,,"en","https://pbs.twimg.com/profile_banners/795889828487233536/1547619430","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1094103347139768320/iry47cUD_normal.jpg",,
"x852624085536432128","x1102048991733338112",2019-03-03 03:32:09,"NerdyMuggle13","Hey guys I think I am going to take my normal day off tomorrow I was going to try to stream to make up for this week but as of right now I still have a fever and on a breathing machine. Hope this gets over sooner than later.","Twitter for iPhone",224,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NerdyMuggle13/status/1102048991733338112","NerdyMuggle","Texas, USA","New to the streamer world. Trying to find my place.Come by and say hello if you want.","https://t.co/HmoN34LS9v",FALSE,167,366,0,1712,4534,2017-04-13 20:46:37,FALSE,"https://t.co/HmoN34LS9v","https://www.twitch.tv/nerdymuggle","en","https://pbs.twimg.com/profile_banners/852624085536432128/1550694795","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1040250088780640256/Yg3SX6cf_normal.jpg",,
"x131608087","x1102048605043535872",2019-03-03 03:30:37,"hongryturtle","Have a fever of 103 is this the end 😓","Twitter for Android",37,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/hongryturtle/status/1102048605043535872","karina","San Francisco, CA","Just another engineer in the bay",,FALSE,2107,1982,118,31396,779,2010-04-10 19:55:36,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/986330997460426752/SRM6_zjo_normal.jpg",,
"x716459256074149889","x1102042509050490880",2019-03-03 03:06:23,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1102042509050490880","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1098660201501097984",2019-02-21 19:06:18,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1098660201501097984","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1101076156684492801",2019-02-28 11:06:27,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1101076156684492801","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1099626603062030336",2019-02-24 11:06:26,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1099626603062030336","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1101559299883450368",2019-03-01 19:06:17,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1101559299883450368","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1100109751508058114",2019-02-25 19:06:18,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1100109751508058114","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1099143410026405888",2019-02-23 03:06:24,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1099143410026405888","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x716459256074149889","x1100592961815949312",2019-02-27 03:06:24,"ramona_ebooks","I have a fever (aye aye)","twittbot.net",24,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ramona_ebooks/status/1100592961815949312","Marilyn Manson Taint","Hell, MI","My tits are burning | bot run by @homeruncomet | icon by @official_shiro | nsfw",,FALSE,58,82,0,45420,0,2016-04-03 02:56:12,FALSE,,,"en","https://pbs.twimg.com/profile_banners/716459256074149889/1468788051",,"http://pbs.twimg.com/profile_images/754777612975767552/N2gcPUn7_normal.jpg",,
"x860555918894825472","x1102041487003406336",2019-03-03 03:02:20,"yvetteclau95","I was literally fine now I got a fever how the fuck 🥺","Twitter for iPhone",53,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/yvetteclau95/status/1102041487003406336","Yvette","Texas, USA","23 and blessed ❤️",,FALSE,96,115,0,3974,9825,2017-05-05 18:04:54,FALSE,,,"en","https://pbs.twimg.com/profile_banners/860555918894825472/1518114988",,"http://pbs.twimg.com/profile_images/1092950991773859840/MnBD9ofg_normal.jpg",,
"x16078002","x1102034931457253376",2019-03-03 02:36:17,"grrrrrrrrrrl","Everyone at work including me has a fever right now","Twitter for iPhone",51,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json","San Jose","San Jose, CA","city","United States","US","NA NA","NA NA","-122.035311 -121.71215 -121.71215 -122.035311 37.193164 37.193164 37.469154 37.469154","https://twitter.com/grrrrrrrrrrl/status/1102034931457253376","Marlee","San Jose, CA","",,FALSE,221,995,7,311,12781,2008-09-01 04:59:13,FALSE,,,"en","https://pbs.twimg.com/profile_banners/16078002/1548383395","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1101717379166294016/87vGeZrC_normal.jpg",37.331159,-121.8737305
